settlement_date,settlement_period,price_gbp_per_mwh
2025-06-01,31,24.56
2025-06-01,32,23.68
2025-06-01,33,10.75
2025-06-01,34,22.5
2025-06-01,35,40.5
2025-06-01,36,58.41
2025-06-01,37,71.31
2025-06-01,38,77.47
2025-06-01,39,72.6
2025-06-01,40,76.79
2025-06-01,41,75.51
2025-06-01,42,82.68
2025-06-01,43,88.92
2025-06-01,44,89.29
2025-06-01,45,78.02
2025-06-01,46,59.05
2025-06-01,47,51.13
2025-06-01,48,42.99
2025-06-02,1,38.92
2025-06-02,2,43.53
2025-06-02,3,48.7
2025-06-02,4,51.44
2025-06-02,5,53.04
2025-06-02,6,59.42
2025-06-02,7,61.39
2025-06-02,8,63.99
2025-06-02,9,67.65
2025-06-02,10,70.42
2025-06-02,11,83.61
2025-06-02,12,89.63
2025-06-02,13,85.33
2025-06-02,14,93.72
2025-06-02,15,90.58
2025-06-02,16,91.23
2025-06-02,17,92.14
2025-06-02,18,90.93
2025-06-02,19,85.28
2025-06-02,20,80.59
2025-06-02,21,75.96
2025-06-02,22,75.22
2025-06-02,23,68.23
2025-06-02,24,68.41
2025-06-02,25,70.53
2025-06-02,26,58.14
2025-06-02,27,52.67
2025-06-02,28,45.13
2025-06-02,29,45.44
2025-06-02,30,41.41
2025-06-02,31,64.88
2025-06-02,32,58.34
2025-06-02,33,63.36
2025-06-02,34,66.53
2025-06-02,35,77.18
2025-06-02,36,78.28
2025-06-02,37,78.18
2025-06-02,38,77.09
2025-06-02,39,74.44
2025-06-02,40,69.5
2025-06-02,41,65.6
2025-06-02,42,55.51
2025-06-02,43,54.97
2025-06-02,44,47.19
2025-06-02,45,44.73
2025-06-02,46,35.37
2025-06-02,47,14.1
2025-06-02,48,4.97
2025-06-03,1,0.49
2025-06-03,2,-1.52
2025-06-03,3,-2.01
2025-06-03,4,-2.43
2025-06-03,5,-5.19
2025-06-03,6,-4.16
2025-06-03,7,-7.01
2025-06-03,8,-6.34
2025-06-03,9,-2.15
2025-06-03,10,-2.43
2025-06-03,11,0.75
2025-06-03,12,-0.31
2025-06-03,13,0.49
2025-06-03,14,5.8
2025-06-03,15,19.02
2025-06-03,16,35.75
2025-06-03,17,11.84
2025-06-03,18,7.23
2025-06-03,19,-3.74
2025-06-03,20,-6.45
2025-06-03,21,-1.93
2025-06-03,22,-4.62
2025-06-03,23,-18.8
2025-06-03,24,-24.2
2025-06-03,25,-24.51
2025-06-03,26,-26.73
2025-06-03,27,-25.91
2025-06-03,28,-28.41
2025-06-03,29,-32.84
2025-06-03,30,-35.62
2025-06-03,31,-30.38
2025-06-03,32,-26.34
2025-06-03,33,-33.69
2025-06-03,34,-17.43
2025-06-03,35,15.11
2025-06-03,36,44.9
2025-06-03,37,52.37
2025-06-03,38,57.96
2025-06-03,39,77.74
2025-06-03,40,84.65
2025-06-03,41,84.54
2025-06-03,42,85.51
2025-06-03,43,74.52
2025-06-03,44,73.74
2025-06-03,45,72.38
2025-06-03,46,64.03
2025-06-03,47,38.62
2025-06-03,48,27.94
2025-06-04,1,24.0
2025-06-04,2,20.52
2025-06-04,3,17.42
2025-06-04,4,15.94
2025-06-04,5,16.51
2025-06-04,6,14.13
2025-06-04,7,15.31
2025-06-04,8,19.89
2025-06-04,9,21.12
2025-06-04,10,20.04
2025-06-04,11,21.51
2025-06-04,12,27.61
2025-06-04,13,43.7
2025-06-04,14,56.71
2025-06-04,15,73.75
2025-06-04,16,79.18
2025-06-04,17,61.11
2025-06-04,18,53.64
2025-06-04,19,61.69
2025-06-04,20,48.97
2025-06-04,21,48.69
2025-06-04,22,49.0
2025-06-04,23,18.59
2025-06-04,24,15.09
2025-06-04,25,6.04
2025-06-04,26,3.41
2025-06-04,27,2.09
2025-06-04,28,0.19
2025-06-04,29,6.09
2025-06-04,30,4.55
2025-06-04,31,10.76
2025-06-04,32,17.29
2025-06-04,33,38.31
2025-06-04,34,57.77
2025-06-04,35,66.37
2025-06-04,36,70.98
2025-06-04,37,70.97
2025-06-04,38,74.77
2025-06-04,39,92.43
2025-06-04,40,91.7
2025-06-04,41,92.32
2025-06-04,42,89.96
2025-06-04,43,84.38
2025-06-04,44,80.65
2025-06-04,45,76.3
2025-06-04,46,75.93
2025-06-04,47,70.69
2025-06-04,48,68.88
2025-06-05,1,67.25
2025-06-05,2,68.31
2025-06-05,3,58.85
2025-06-05,4,57.24
2025-06-05,5,55.43
2025-06-05,6,54.98
2025-06-05,7,51.75
2025-06-05,8,55.18
2025-06-05,9,57.52
2025-06-05,10,59.0
2025-06-05,11,59.5
2025-06-05,12,65.28
2025-06-05,13,68.8
2025-06-05,14,81.13
2025-06-05,15,73.36
2025-06-05,16,82.48
2025-06-05,17,88.72
2025-06-05,18,90.26
2025-06-05,19,88.46
2025-06-05,20,89.2
2025-06-05,21,92.11
2025-06-05,22,90.56
2025-06-05,23,89.64
2025-06-05,24,89.1
2025-06-05,25,89.39
2025-06-05,26,88.03
2025-06-05,27,80.86
2025-06-05,28,73.57
2025-06-05,29,83.04
2025-06-05,30,84.14
2025-06-05,31,88.4
2025-06-05,32,91.12
2025-06-05,33,90.46
2025-06-05,34,96.05
2025-06-05,35,108.1
2025-06-05,36,105.98
2025-06-05,37,121.3
2025-06-05,38,122.48
2025-06-05,39,119.59
2025-06-05,40,120.39
2025-06-05,41,113.82
2025-06-05,42,115.08
2025-06-05,43,96.66
2025-06-05,44,88.93
2025-06-05,45,88.8
2025-06-05,46,88.17
2025-06-05,47,92.46
2025-06-05,48,88.19
2025-06-06,1,91.55
2025-06-06,2,91.12
2025-06-06,3,81.93
2025-06-06,4,81.56
2025-06-06,5,68.65
2025-06-06,6,58.32
2025-06-06,7,52.83
2025-06-06,8,51.85
2025-06-06,9,46.95
2025-06-06,10,44.93
2025-06-06,11,40.16
2025-06-06,12,34.21
2025-06-06,13,43.03
2025-06-06,14,80.48
2025-06-06,15,111.61
2025-06-06,16,116.14
2025-06-06,17,116.71
2025-06-06,18,116.5
2025-06-06,19,116.09
2025-06-06,20,114.02
2025-06-06,21,109.56
2025-06-06,22,101.94
2025-06-06,23,95.98
2025-06-06,24,91.63
2025-06-06,25,87.44
2025-06-06,26,82.01
2025-06-06,27,75.3
2025-06-06,28,78.67
2025-06-06,29,78.93
2025-06-06,30,73.18
2025-06-06,31,75.81
2025-06-06,32,77.17
2025-06-06,33,78.11
2025-06-06,34,88.53
2025-06-06,35,88.01
2025-06-06,36,93.51
2025-06-06,37,101.38
2025-06-06,38,104.3
2025-06-06,39,118.19
2025-06-06,40,120.16
2025-06-06,41,119.62
2025-06-06,42,120.78
2025-06-06,43,111.67
2025-06-06,44,109.49
2025-06-06,45,101.64
2025-06-06,46,94.27
2025-06-06,47,86.74
2025-06-06,48,95.63
2025-06-07,1,88.04
2025-06-07,2,91.89
2025-06-07,3,95.84
2025-06-07,4,99.26
2025-06-07,5,103.08
2025-06-07,6,96.02
2025-06-07,7,95.32
2025-06-07,8,94.72
2025-06-07,9,96.95
2025-06-07,10,98.09
2025-06-07,11,108.08
2025-06-07,12,110.59
2025-06-07,13,114.36
2025-06-07,14,114.63
2025-06-07,15,112.22
2025-06-07,16,115.13
2025-06-07,17,114.15
2025-06-07,18,114.63
2025-06-07,19,109.2
2025-06-07,20,104.56
2025-06-07,21,96.31
2025-06-07,22,96.76
2025-06-07,23,90.9
2025-06-07,24,90.08
2025-06-07,25,90.17
2025-06-07,26,84.31
2025-06-07,27,78.94
2025-06-07,28,79.68
2025-06-07,29,80.74
2025-06-07,30,79.96
2025-06-07,31,78.68
2025-06-07,32,84.84
2025-06-07,33,90.83
2025-06-07,34,92.64
2025-06-07,35,100.66
2025-06-07,36,101.02
2025-06-07,37,100.16
2025-06-07,38,100.14
2025-06-07,39,113.1
2025-06-07,40,112.65
2025-06-07,41,110.62
2025-06-07,42,111.38
2025-06-07,43,103.21
2025-06-07,44,101.42
2025-06-07,45,102.36
2025-06-07,46,92.94
2025-06-07,47,94.97
2025-06-07,48,90.19
2025-06-08,1,80.64
2025-06-08,2,75.45
2025-06-08,3,65.47
2025-06-08,4,44.76
2025-06-08,5,34.87
2025-06-08,6,20.9
2025-06-08,7,11.55
2025-06-08,8,5.98
2025-06-08,9,1.33
2025-06-08,10,-2.37
2025-06-08,11,-2.03
2025-06-08,12,-2.42
2025-06-08,13,-7.17
2025-06-08,14,-9.38
2025-06-08,15,-13.65
2025-06-08,16,-8.59
2025-06-08,17,-4.79
2025-06-08,18,-1.17
2025-06-08,19,-11.75
2025-06-08,20,-10.9
2025-06-08,21,-11.9
2025-06-08,22,-10.39
2025-06-08,23,-13.89
2025-06-08,24,-6.0
2025-06-08,25,-8.25
2025-06-08,26,-0.27
2025-06-08,27,10.7
2025-06-08,28,36.43
2025-06-08,29,46.95
2025-06-08,30,53.63
2025-06-08,31,89.0
2025-06-08,32,94.67
2025-06-08,33,87.09
2025-06-08,34,85.87
2025-06-08,35,85.64
2025-06-08,36,82.45
2025-06-08,37,78.33
2025-06-08,38,87.23
2025-06-08,39,82.51
2025-06-08,40,88.68
2025-06-08,41,84.19
2025-06-08,42,81.6
2025-06-08,43,86.25
2025-06-08,44,86.76
2025-06-08,45,82.28
2025-06-08,46,80.72
2025-06-08,47,83.3
2025-06-08,48,81.19
2025-06-09,1,78.3
2025-06-09,2,65.74
2025-06-09,3,64.2
2025-06-09,4,64.17
2025-06-09,5,64.18
2025-06-09,6,63.09
2025-06-09,7,64.28
2025-06-09,8,66.38
2025-06-09,9,70.85
2025-06-09,10,70.75
2025-06-09,11,76.05
2025-06-09,12,77.72
2025-06-09,13,89.98
2025-06-09,14,89.17
2025-06-09,15,99.61
2025-06-09,16,101.97
2025-06-09,17,104.59
2025-06-09,18,105.44
2025-06-09,19,105.02
2025-06-09,20,103.23
2025-06-09,21,102.62
2025-06-09,22,102.02
2025-06-09,23,91.25
2025-06-09,24,93.12
2025-06-09,25,94.97
2025-06-09,26,88.63
2025-06-09,27,75.95
2025-06-09,28,75.14
2025-06-09,29,72.41
2025-06-09,30,72.3
2025-06-09,31,69.8
2025-06-09,32,67.0
2025-06-09,33,61.42
2025-06-09,34,64.33
2025-06-09,35,67.92
2025-06-09,36,65.68
2025-06-09,37,74.17
2025-06-09,38,77.12
2025-06-09,39,89.59
2025-06-09,40,92.63
2025-06-09,41,93.07
2025-06-09,42,93.05
2025-06-09,43,90.84
2025-06-09,44,89.65
2025-06-09,45,83.11
2025-06-09,46,83.19
2025-06-09,47,53.67
2025-06-09,48,42.03
2025-06-10,1,39.22
2025-06-10,2,36.92
2025-06-10,3,36.77
2025-06-10,4,36.36
2025-06-10,5,35.84
2025-06-10,6,34.22
2025-06-10,7,31.1
2025-06-10,8,24.83
2025-06-10,9,19.75
2025-06-10,10,17.94
2025-06-10,11,20.34
2025-06-10,12,24.92
2025-06-10,13,28.67
2025-06-10,14,47.67
2025-06-10,15,46.95
2025-06-10,16,60.73
2025-06-10,17,59.4
2025-06-10,18,64.78
2025-06-10,19,56.35
2025-06-10,20,44.57
2025-06-10,21,40.77
2025-06-10,22,34.85
2025-06-10,23,24.35
2025-06-10,24,24.15
2025-06-10,25,25.0
2025-06-10,26,30.12
2025-06-10,27,39.33
2025-06-10,28,53.53
2025-06-10,29,62.47
2025-06-10,30,60.09
2025-06-10,31,62.4
2025-06-10,32,62.66
2025-06-10,33,64.8
2025-06-10,34,69.87
2025-06-10,35,72.92
2025-06-10,36,74.24
2025-06-10,37,81.12
2025-06-10,38,87.52
2025-06-10,39,97.4
2025-06-10,40,97.74
2025-06-10,41,99.11
2025-06-10,42,99.16
2025-06-10,43,96.67
2025-06-10,44,94.27
2025-06-10,45,99.13
2025-06-10,46,88.68
2025-06-10,47,84.12
2025-06-10,48,79.19
2025-06-11,1,71.9
2025-06-11,2,72.9
2025-06-11,3,75.65
2025-06-11,4,68.29
2025-06-11,5,75.47
2025-06-11,6,76.38
2025-06-11,7,72.81
2025-06-11,8,73.48
2025-06-11,9,73.04
2025-06-11,10,77.31
2025-06-11,11,76.89
2025-06-11,12,80.63
2025-06-11,13,91.82
2025-06-11,14,98.54
2025-06-11,15,87.21
2025-06-11,16,91.38
2025-06-11,17,91.42
2025-06-11,18,85.62
2025-06-11,19,87.36
2025-06-11,20,84.56
2025-06-11,21,79.9
2025-06-11,22,76.47
2025-06-11,23,75.82
2025-06-11,24,76.24
2025-06-11,25,83.75
2025-06-11,26,82.99
2025-06-11,27,83.84
2025-06-11,28,78.66
2025-06-11,29,74.76
2025-06-11,30,72.55
2025-06-11,31,74.4
2025-06-11,32,66.66
2025-06-11,33,68.29
2025-06-11,34,71.8
2025-06-11,35,73.9
2025-06-11,36,70.11
2025-06-11,37,90.67
2025-06-11,38,91.71
2025-06-11,39,105.6
2025-06-11,40,105.71
2025-06-11,41,105.51
2025-06-11,42,103.56
2025-06-11,43,97.97
2025-06-11,44,96.15
2025-06-11,45,88.89
2025-06-11,46,83.86
2025-06-11,47,85.52
2025-06-11,48,87.98
2025-06-12,1,87.06
2025-06-12,2,85.2
2025-06-12,3,84.42
2025-06-12,4,79.75
2025-06-12,5,78.64
2025-06-12,6,71.4
2025-06-12,7,71.71
2025-06-12,8,69.65
2025-06-12,9,75.91
2025-06-12,10,79.71
2025-06-12,11,87.57
2025-06-12,12,87.05
2025-06-12,13,91.1
2025-06-12,14,95.05
2025-06-12,15,87.15
2025-06-12,16,91.7
2025-06-12,17,97.02
2025-06-12,18,96.57
2025-06-12,19,99.97
2025-06-12,20,95.85
2025-06-12,21,89.72
2025-06-12,22,84.67
2025-06-12,23,76.68
2025-06-12,24,75.08
2025-06-12,25,76.76
2025-06-12,26,77.63
2025-06-12,27,74.32
2025-06-12,28,73.97
2025-06-12,29,64.64
2025-06-12,30,59.38
2025-06-12,31,47.66
2025-06-12,32,40.58
2025-06-12,33,37.58
2025-06-12,34,36.88
2025-06-12,35,55.46
2025-06-12,36,60.97
2025-06-12,37,79.13
2025-06-12,38,81.24
2025-06-12,39,101.97
2025-06-12,40,104.78
2025-06-12,41,103.27
2025-06-12,42,101.32
2025-06-12,43,93.65
2025-06-12,44,91.37
2025-06-12,45,75.44
2025-06-12,46,74.76
2025-06-12,47,69.39
2025-06-12,48,66.76
2025-06-13,1,69.8
2025-06-13,2,67.28
2025-06-13,3,66.64
2025-06-13,4,63.34
2025-06-13,5,61.23
2025-06-13,6,59.33
2025-06-13,7,59.67
2025-06-13,8,59.5
2025-06-13,9,66.78
2025-06-13,10,67.51
2025-06-13,11,72.8
2025-06-13,12,75.91
2025-06-13,13,79.87
2025-06-13,14,84.79
2025-06-13,15,82.45
2025-06-13,16,86.76
2025-06-13,17,86.54
2025-06-13,18,84.32
2025-06-13,19,76.97
2025-06-13,20,56.09
2025-06-13,21,42.56
2025-06-13,22,38.54
2025-06-13,23,16.91
2025-06-13,24,12.01
2025-06-13,25,9.82
2025-06-13,26,8.8
2025-06-13,27,6.46
2025-06-13,28,6.22
2025-06-13,29,8.63
2025-06-13,30,15.56
2025-06-13,31,49.27
2025-06-13,32,62.29
2025-06-13,33,74.94
2025-06-13,34,77.91
2025-06-13,35,95.07
2025-06-13,36,96.97
2025-06-13,37,114.83
2025-06-13,38,118.8
2025-06-13,39,119.98
2025-06-13,40,121.24
2025-06-13,41,108.23
2025-06-13,42,104.01
2025-06-13,43,94.09
2025-06-13,44,90.94
2025-06-13,45,87.64
2025-06-13,46,80.5
2025-06-13,47,80.91
2025-06-13,48,83.99
2025-06-14,1,76.54
2025-06-14,2,78.6
2025-06-14,3,74.38
2025-06-14,4,73.17
2025-06-14,5,73.38
2025-06-14,6,72.77
2025-06-14,7,78.31
2025-06-14,8,83.75
2025-06-14,9,87.29
2025-06-14,10,86.45
2025-06-14,11,88.75
2025-06-14,12,79.84
2025-06-14,13,82.1
2025-06-14,14,79.41
2025-06-14,15,61.27
2025-06-14,16,61.44
2025-06-14,17,65.83
2025-06-14,18,77.35
2025-06-14,19,82.28
2025-06-14,20,85.94
2025-06-14,21,76.13
2025-06-14,22,44.05
2025-06-14,23,1.96
2025-06-14,24,-9.78
2025-06-14,25,-15.13
2025-06-14,26,-11.15
2025-06-14,27,-23.79
2025-06-14,28,-28.38
2025-06-14,29,-5.97
2025-06-14,30,-7.92
2025-06-14,31,-7.61
2025-06-14,32,5.25
2025-06-14,33,17.82
2025-06-14,34,32.03
2025-06-14,35,66.25
2025-06-14,36,79.11
2025-06-14,37,78.08
2025-06-14,38,85.73
2025-06-14,39,99.0
2025-06-14,40,100.96
2025-06-14,41,105.28
2025-06-14,42,107.4
2025-06-14,43,112.13
2025-06-14,44,113.87
2025-06-14,45,116.2
2025-06-14,46,114.03
2025-06-14,47,95.25
2025-06-14,48,99.63
2025-06-15,1,94.32
2025-06-15,2,90.75
2025-06-15,3,88.41
2025-06-15,4,79.5
2025-06-15,5,78.86
2025-06-15,6,77.02
2025-06-15,7,79.61
2025-06-15,8,73.0
2025-06-15,9,87.3
2025-06-15,10,86.95
2025-06-15,11,85.3
2025-06-15,12,83.22
2025-06-15,13,76.49
2025-06-15,14,85.42
2025-06-15,15,77.18
2025-06-15,16,85.93
2025-06-15,17,85.45
2025-06-15,18,84.9
2025-06-15,19,83.47
2025-06-15,20,75.55
2025-06-15,21,65.77
2025-06-15,22,66.48
2025-06-15,23,45.81
2025-06-15,24,29.02
2025-06-15,25,27.8
2025-06-15,26,24.2
2025-06-15,27,23.82
2025-06-15,28,25.23
2025-06-15,29,24.07
2025-06-15,30,24.07
2025-06-15,31,25.76
2025-06-15,32,43.29
2025-06-15,33,66.05
2025-06-15,34,91.42
2025-06-15,35,99.52
2025-06-15,36,88.47
2025-06-15,37,83.98
2025-06-15,38,86.39
2025-06-15,39,98.34
2025-06-15,40,102.99
2025-06-15,41,101.13
2025-06-15,42,99.99
2025-06-15,43,97.04
2025-06-15,44,97.14
2025-06-15,45,92.84
2025-06-15,46,82.31
2025-06-15,47,83.12
2025-06-15,48,85.08
2025-06-16,1,83.17
2025-06-16,2,73.04
2025-06-16,3,68.0
2025-06-16,4,63.59
2025-06-16,5,67.17
2025-06-16,6,67.48
2025-06-16,7,70.87
2025-06-16,8,69.03
2025-06-16,9,72.51
2025-06-16,10,78.46
2025-06-16,11,90.54
2025-06-16,12,92.28
2025-06-16,13,90.27
2025-06-16,14,100.47
2025-06-16,15,104.32
2025-06-16,16,107.06
2025-06-16,17,108.16
2025-06-16,18,105.94
2025-06-16,19,103.25
2025-06-16,20,100.04
2025-06-16,21,97.98
2025-06-16,22,95.31
2025-06-16,23,94.29
2025-06-16,24,94.16
2025-06-16,25,88.39
2025-06-16,26,87.15
2025-06-16,27,79.0
2025-06-16,28,57.35
2025-06-16,29,52.53
2025-06-16,30,55.06
2025-06-16,31,42.32
2025-06-16,32,41.69
2025-06-16,33,47.73
2025-06-16,34,49.82
2025-06-16,35,62.81
2025-06-16,36,67.29
2025-06-16,37,84.28
2025-06-16,38,87.14
2025-06-16,39,103.85
2025-06-16,40,105.89
2025-06-16,41,100.03
2025-06-16,42,99.8
2025-06-16,43,99.59
2025-06-16,44,96.8
2025-06-16,45,94.0
2025-06-16,46,90.12
2025-06-16,47,73.42
2025-06-16,48,67.38
2025-06-17,1,72.16
2025-06-17,2,62.89
2025-06-17,3,57.85
2025-06-17,4,57.44
2025-06-17,5,55.9
2025-06-17,6,54.96
2025-06-17,7,53.13
2025-06-17,8,54.92
2025-06-17,9,57.68
2025-06-17,10,58.05
2025-06-17,11,60.79
2025-06-17,12,66.85
2025-06-17,13,80.0
2025-06-17,14,87.01
2025-06-17,15,78.82
2025-06-17,16,75.95
2025-06-17,17,74.42
2025-06-17,18,64.39
2025-06-17,19,57.68
2025-06-17,20,66.0
2025-06-17,21,71.28
2025-06-17,22,73.89
2025-06-17,23,66.45
2025-06-17,24,60.63
2025-06-17,25,63.87
2025-06-17,26,57.81
2025-06-17,27,50.59
2025-06-17,28,46.64
2025-06-17,29,41.26
2025-06-17,30,37.1
2025-06-17,31,40.93
2025-06-17,32,50.0
2025-06-17,33,53.88
2025-06-17,34,55.41
2025-06-17,35,92.3
2025-06-17,36,96.42
2025-06-17,37,101.07
2025-06-17,38,99.27
2025-06-17,39,120.81
2025-06-17,40,121.54
2025-06-17,41,122.2
2025-06-17,42,122.03
2025-06-17,43,114.1
2025-06-17,44,108.99
2025-06-17,45,99.14
2025-06-17,46,96.24
2025-06-17,47,94.34
2025-06-17,48,100.25
2025-06-18,1,97.45
2025-06-18,2,98.2
2025-06-18,3,92.41
2025-06-18,4,90.67
2025-06-18,5,90.96
2025-06-18,6,92.09
2025-06-18,7,92.77
2025-06-18,8,93.02
2025-06-18,9,91.75
2025-06-18,10,92.7
2025-06-18,11,101.95
2025-06-18,12,107.98
2025-06-18,13,103.06
2025-06-18,14,107.22
2025-06-18,15,108.74
2025-06-18,16,108.75
2025-06-18,17,109.21
2025-06-18,18,109.74
2025-06-18,19,108.23
2025-06-18,20,100.14
2025-06-18,21,102.68
2025-06-18,22,98.28
2025-06-18,23,90.85
2025-06-18,24,87.15
2025-06-18,25,83.21
2025-06-18,26,80.66
2025-06-18,27,82.47
2025-06-18,28,76.58
2025-06-18,29,78.43
2025-06-18,30,80.71
2025-06-18,31,88.16
2025-06-18,32,95.47
2025-06-18,33,99.14
2025-06-18,34,95.79
2025-06-18,35,98.72
2025-06-18,36,91.21
2025-06-18,37,109.76
2025-06-18,38,112.46
2025-06-18,39,129.44
2025-06-18,40,130.9
2025-06-18,41,137.85
2025-06-18,42,137.34
2025-06-18,43,130.58
2025-06-18,44,128.14
2025-06-18,45,121.51
2025-06-18,46,112.47
2025-06-18,47,102.6
2025-06-18,48,108.09
2025-06-19,1,101.49
2025-06-19,2,98.46
2025-06-19,3,98.52
2025-06-19,4,96.61
2025-06-19,5,96.72
2025-06-19,6,94.22
2025-06-19,7,88.21
2025-06-19,8,84.38
2025-06-19,9,90.7
2025-06-19,10,88.72
2025-06-19,11,83.71
2025-06-19,12,87.95
2025-06-19,13,94.53
2025-06-19,14,105.73
2025-06-19,15,114.12
2025-06-19,16,113.64
2025-06-19,17,116.59
2025-06-19,18,113.45
2025-06-19,19,101.27
2025-06-19,20,87.07
2025-06-19,21,84.8
2025-06-19,22,89.42
2025-06-19,23,93.46
2025-06-19,24,84.84
2025-06-19,25,83.05
2025-06-19,26,83.94
2025-06-19,27,80.03
2025-06-19,28,79.37
2025-06-19,29,83.12
2025-06-19,30,86.02
2025-06-19,31,92.23
2025-06-19,32,102.56
2025-06-19,33,103.32
2025-06-19,34,101.31
2025-06-19,35,100.12
2025-06-19,36,93.98
2025-06-19,37,105.49
2025-06-19,38,111.14
2025-06-19,39,117.9
2025-06-19,40,117.62
2025-06-19,41,120.93
2025-06-19,42,119.31
2025-06-19,43,116.4
2025-06-19,44,112.65
2025-06-19,45,104.38
2025-06-19,46,102.58
2025-06-19,47,99.57
2025-06-19,48,97.31
2025-06-20,1,98.73
2025-06-20,2,99.66
2025-06-20,3,88.85
2025-06-20,4,88.3
2025-06-20,5,87.88
2025-06-20,6,91.71
2025-06-20,7,92.52
2025-06-20,8,91.63
2025-06-20,9,91.75
2025-06-20,10,92.11
2025-06-20,11,96.23
2025-06-20,12,101.2
2025-06-20,13,100.83
2025-06-20,14,116.03
2025-06-20,15,124.5
2025-06-20,16,121.61
2025-06-20,17,120.01
2025-06-20,18,121.88
2025-06-20,19,121.37
2025-06-20,20,121.92
2025-06-20,21,121.12
2025-06-20,22,121.98
2025-06-20,23,108.26
2025-06-20,24,104.47
2025-06-20,25,102.24
2025-06-20,26,97.74
2025-06-20,27,88.08
2025-06-20,28,82.92
2025-06-20,29,88.87
2025-06-20,30,83.98
2025-06-20,31,82.63
2025-06-20,32,83.95
2025-06-20,33,82.01
2025-06-20,34,85.29
2025-06-20,35,101.48
2025-06-20,36,85.33
2025-06-20,37,114.34
2025-06-20,38,113.49
2025-06-20,39,117.49
2025-06-20,40,121.06
2025-06-20,41,116.36
2025-06-20,42,115.06
2025-06-20,43,114.24
2025-06-20,44,108.24
2025-06-20,45,105.81
2025-06-20,46,99.12
2025-06-20,47,90.69
2025-06-20,48,91.18
2025-06-21,1,97.15
2025-06-21,2,93.17
2025-06-21,3,88.46
2025-06-21,4,93.99
2025-06-21,5,95.15
2025-06-21,6,92.75
2025-06-21,7,86.02
2025-06-21,8,87.71
2025-06-21,9,85.99
2025-06-21,10,85.13
2025-06-21,11,84.27
2025-06-21,12,87.96
2025-06-21,13,85.06
2025-06-21,14,84.3
2025-06-21,15,79.07
2025-06-21,16,82.94
2025-06-21,17,86.97
2025-06-21,18,85.95
2025-06-21,19,75.97
2025-06-21,20,74.46
2025-06-21,21,73.23
2025-06-21,22,70.18
2025-06-21,23,76.91
2025-06-21,24,86.12
2025-06-21,25,98.16
2025-06-21,26,98.07
2025-06-21,27,102.17
2025-06-21,28,101.97
2025-06-21,29,99.13
2025-06-21,30,97.68
2025-06-21,31,98.01
2025-06-21,32,92.19
2025-06-21,33,88.56
2025-06-21,34,87.54
2025-06-21,35,92.46
2025-06-21,36,88.0
2025-06-21,37,97.16
2025-06-21,38,99.99
2025-06-21,39,120.2
2025-06-21,40,117.89
2025-06-21,41,112.62
2025-06-21,42,112.64
2025-06-21,43,110.31
2025-06-21,44,108.96
2025-06-21,45,102.4
2025-06-21,46,103.84
2025-06-21,47,98.72
2025-06-21,48,100.68
2025-06-22,1,91.58
2025-06-22,2,80.0
2025-06-22,3,80.77
2025-06-22,4,69.16
2025-06-22,5,68.91
2025-06-22,6,54.45
2025-06-22,7,40.75
2025-06-22,8,25.72
2025-06-22,9,14.36
2025-06-22,10,8.84
2025-06-22,11,6.23
2025-06-22,12,0.63
2025-06-22,13,-5.56
2025-06-22,14,-8.0
2025-06-22,15,-22.37
2025-06-22,16,-24.45
2025-06-22,17,-23.96
2025-06-22,18,-23.19
2025-06-22,19,-39.61
2025-06-22,20,-39.43
2025-06-22,21,-42.66
2025-06-22,22,-47.6
2025-06-22,23,-53.26
2025-06-22,24,-55.47
2025-06-22,25,-55.96
2025-06-22,26,-55.78
2025-06-22,27,-49.47
2025-06-22,28,-37.96
2025-06-22,29,-38.36
2025-06-22,30,-35.86
2025-06-22,31,-6.23
2025-06-22,32,-7.63
2025-06-22,33,-17.78
2025-06-22,34,-9.74
2025-06-22,35,1.84
2025-06-22,36,25.75
2025-06-22,37,35.22
2025-06-22,38,41.43
2025-06-22,39,64.6
2025-06-22,40,69.66
2025-06-22,41,81.91
2025-06-22,42,86.06
2025-06-22,43,94.88
2025-06-22,44,98.54
2025-06-22,45,93.01
2025-06-22,46,75.97
2025-06-22,47,58.11
2025-06-22,48,47.6
2025-06-23,1,35.88
2025-06-23,2,23.98
2025-06-23,3,23.29
2025-06-23,4,20.67
2025-06-23,5,22.17
2025-06-23,6,24.14
2025-06-23,7,25.18
2025-06-23,8,28.6
2025-06-23,9,29.83
2025-06-23,10,32.86
2025-06-23,11,39.45
2025-06-23,12,39.88
2025-06-23,13,45.78
2025-06-23,14,55.1
2025-06-23,15,54.29
2025-06-23,16,52.74
2025-06-23,17,19.78
2025-06-23,18,12.57
2025-06-23,19,5.88
2025-06-23,20,7.96
2025-06-23,21,13.2
2025-06-23,22,24.25
2025-06-23,23,3.67
2025-06-23,24,5.68
2025-06-23,25,2.58
2025-06-23,26,-3.42
2025-06-23,27,-6.94
2025-06-23,28,-8.72
2025-06-23,29,12.94
2025-06-23,30,9.29
2025-06-23,31,12.59
2025-06-23,32,10.69
2025-06-23,33,8.55
2025-06-23,34,17.09
2025-06-23,35,12.09
2025-06-23,36,19.77
2025-06-23,37,42.55
2025-06-23,38,67.75
2025-06-23,39,97.72
2025-06-23,40,100.66
2025-06-23,41,98.96
2025-06-23,42,98.44
2025-06-23,43,97.98
